"ADM0_PC","ADM0_ES","ADM1_PC","ADM1_ES","ADM2_PC","ADM2_ES","trimester","avg_d_mbps","avg_u_mbps","avg_d_mbps_winsorized","avg_u_mbps_winsorized","tests","college","clinic","university","school","hospital","avg_d_mbps_change","avg_u_mbps_change"
"CO","Colombia","CO25","Cundinamarca","CO25506","Venecia",1,2.46725,3.20425,2.46725,3.20425,14,0,0,0,1,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25506","Venecia",4,2.165,1.4255,2.165,1.4255,49,0,0,0,1,0,-0.122504813050968,-0.555122103456347
"CO","Colombia","CO25","Cundinamarca","CO25513","Pacho",1,2.701625,1.72621875,2.701625,1.72621875,376,1,0,0,8,2,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25513","Pacho",4,11.2605454545455,2.40881818181818,11.2605454545455,2.40881818181818,33,1,0,0,8,2,3.16806383363548,0.395430435347885
"CO","Colombia","CO25","Cundinamarca","CO25518","Paime",4,34.357,24.368,34.357,24.368,3,0,0,0,26,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25524","Pandi",1,3.201,1.20975,3.201,1.20975,16,0,0,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25524","Pandi",4,2.9381,2.63995,2.9381,2.63995,96,0,0,0,0,0,-0.0821305841924399,1.18222773300269
"CO","Colombia","CO25","Cundinamarca","CO25530","Paratebueno",1,6.442125,3.169875,6.442125,3.169875,59,0,0,0,4,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25530","Paratebueno",4,9.05666666666667,6.04333333333333,8.70515466666667,6.04333333333333,170,0,0,0,4,0,0.351286208613877,0.906489477765948
"CO","Colombia","CO25","Cundinamarca","CO25535","Pasca",1,10.2796666666667,8.30126666666667,10.2796666666667,8.30126666666667,295,0,0,0,2,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25535","Pasca",4,5.55170175438596,3.66061403508772,5.55170175438596,3.66061403508772,473,0,0,0,2,0,-0.459933679329489,-0.559029461156002
"CO","Colombia","CO25","Cundinamarca","CO25572","Puerto Salgar",1,5.96306451612903,3.55138709677419,5.96306451612903,3.55138709677419,635,0,0,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25572","Puerto Salgar",4,7.73333333333333,3.98016666666667,7.73333333333333,3.98016666666667,1412,0,0,0,0,0,0.296872323352538,0.120735802155148
"CO","Colombia","CO25","Cundinamarca","CO25580","Puli",1,7.977,4.8955,7.977,4.8955,46,0,0,0,1,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25580","Puli",4,13.793,12.957,13.793,12.957,51,0,0,0,1,0,0.729096151435377,1.64671637217853
"CO","Colombia","CO25","Cundinamarca","CO25592","Quebradanegra",1,10.839,3.3118,10.839,3.3118,100,0,0,0,1,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25592","Quebradanegra",4,14.2715333333333,5.396,14.2715333333333,5.396,212,0,0,0,1,0,0.316683580896147,0.62932544235763
"CO","Colombia","CO25","Cundinamarca","CO25594","Quetame",1,10.8416666666667,7.70058333333333,10.8416666666667,7.70058333333333,239,0,0,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25594","Quetame",4,5.5975,4.7901,5.5975,4.7901,601,0,0,0,0,0,-0.483704842428901,-0.377956215438224
"CO","Colombia","CO25","Cundinamarca","CO25596","Quipile",4,9.46671428571429,6.00042857142857,9.46671428571429,6.00042857142857,14,0,0,0,4,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25599","Apulo",1,28.0897142857143,3.67071428571429,23.38764,3.67071428571429,306,0,1,0,0,1,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25599","Apulo",4,28.0614761904762,4.16952380952381,24.0231885714286,4.16952380952381,325,0,1,0,0,1,0.0271745490963844,0.135888953752351
"CO","Colombia","CO25","Cundinamarca","CO25612","Ricaurte",1,11.7608474576271,4.30884745762712,11.7608474576271,4.30884745762712,863,0,0,0,3,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25612","Ricaurte",4,15.6364307692308,3.63601538461538,15.6364307692308,3.63601538461538,1250,0,0,0,3,0,0.329532657027217,-0.156151286307606
"CO","Colombia","CO25","Cundinamarca","CO25645","San Antonio del Tequendama",1,5.34117647058823,2.27252941176471,5.34117647058823,2.27252941176471,66,1,0,0,2,2,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25645","San Antonio del Tequendama",4,6.49817142857143,3.5262,5.98246628571429,3.5262,229,1,0,0,2,2,0.12006527375708,0.551663085962778
"CO","Colombia","CO25","Cundinamarca","CO25649","San Bernardo",1,5.26566666666667,2.433,5.26566666666667,2.433,44,0,0,0,4,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25649","San Bernardo",4,4.6041875,3.02840625,4.6041875,3.02840625,224,0,0,0,4,0,-0.125621162245996,0.244721023427867
"CO","Colombia","CO25","Cundinamarca","CO25653","San Cayetano",4,45.686,40.161,45.686,40.161,10,1,0,0,0,1,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25658","San Francisco",1,5.09554761904762,3.40254761904762,5.09554761904762,3.40254761904762,304,0,0,0,1,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25658","San Francisco",4,4.8232,3.49878,4.8232,3.49878,554,0,0,0,1,0,-0.0534481550186204,0.0282824494251506
"CO","Colombia","CO25","Cundinamarca","CO25662","San Juan de Rioseco",4,15.79925,13.73825,15.79925,13.73825,8,0,0,0,1,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25718","Sasaima",1,5.49966666666667,2.01445833333333,5.49966666666667,2.01445833333333,220,0,0,1,0,1,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25718","Sasaima",4,5.47568571428571,2.27782857142857,5.47568571428571,2.27782857142857,244,0,0,1,0,1,-0.00436043742910819,0.130739977956972
"CO","Colombia","CO25","Cundinamarca","CO25736","Sesquile",1,5.11935714285714,3.9171,5.11935714285714,3.9171,371,1,0,0,4,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25736","Sesquile",4,4.8723431372549,2.9853431372549,4.8723431372549,2.9853431372549,979,1,0,0,4,0,-0.0482509812676171,-0.237869051784508
"CO","Colombia","CO25","Cundinamarca","CO25740","Sibate",1,9.74947058823529,8.79885294117647,9.74947058823529,8.69268294117647,657,1,0,0,36,2,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25740","Sibate",4,10.3923939393939,7.03527272727273,10.3923939393939,7.03527272727273,1246,1,0,0,36,2,0.0659444372225158,-0.190667280184894
"CO","Colombia","CO25","Cundinamarca","CO25743","Silvania",1,7.33233333333333,4.30648148148148,7.33233333333333,4.23331888888889,863,0,0,0,6,1,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25743","Silvania",4,7.25539473684211,4.00038157894737,7.25539473684211,4.00038157894737,1077,0,0,0,6,1,-0.0104930576657583,-0.0550247491519968
"CO","Colombia","CO25","Cundinamarca","CO25745","Simijaca",1,3.641,1.481,3.641,1.481,2,0,0,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25745","Simijaca",4,3.76166666666667,2.88933333333333,3.76166666666667,2.88933333333333,5,0,0,0,0,0,0.0331410784582991,0.950934053567409
"CO","Colombia","CO25","Cundinamarca","CO25754","Soacha",1,15.1186829268293,4.93015447154472,15.1186829268293,4.93015447154472,33327,3,2,4,69,4,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25754","Soacha",4,16.7908976377953,4.95244094488189,14.964477480315,4.94308834645669,53201,3,2,4,69,4,-0.0101996613898594,0.0026234218393415
"CO","Colombia","CO25","Cundinamarca","CO25758","Sopo",1,15.3532761904762,5.74952380952381,15.3532761904762,5.74952380952381,2663,0,0,1,6,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25758","Sopo",4,15.8793852459016,4.52924590163934,15.3900406557377,4.52924590163934,5061,0,0,1,6,0,0.0023945680912274,-0.212239821646296
"CO","Colombia","CO25","Cundinamarca","CO25769","Subachoque",1,5.42743820224719,2.09466292134831,5.42743820224719,2.09466292134831,546,1,0,0,5,1,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25769","Subachoque",4,5.12570873786408,2.16333009708738,5.12570873786408,2.16333009708738,959,1,0,0,5,1,-0.0555933486738153,0.0327819693752271
"CO","Colombia","CO25","Cundinamarca","CO25772","Suesca",1,4.59336956521739,2.7745652173913,4.59336956521739,2.7745652173913,190,0,0,0,1,1,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25772","Suesca",4,5.19389830508475,3.27798305084746,5.19389830508475,3.27798305084746,413,0,0,0,1,1,0.130738171910828,0.181440259648852
"CO","Colombia","CO25","Cundinamarca","CO25777","Supata",1,4.30382352941176,3.12358823529412,4.30382352941176,3.12358823529412,282,0,0,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25777","Supata",4,2.63705263157895,2.17631578947368,2.63705263157895,2.17631578947368,285,0,0,0,0,0,-0.387276775277221,-0.303264186718656
"CO","Colombia","CO25","Cundinamarca","CO25779","Susa",1,3.9065,2.5455,3.9065,2.5455,81,0,0,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25779","Susa",4,4.81725,4.052625,4.81725,4.052625,69,0,0,0,0,0,0.23313707922693,0.592074248674131
"CO","Colombia","CO25","Cundinamarca","CO25781","Sutatausa",1,6.8297,4.5043,6.8297,4.5043,205,0,0,0,1,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25781","Sutatausa",4,5.27018421052632,3.33623684210526,5.27018421052632,3.33623684210526,469,0,0,0,1,0,-0.228343234618458,-0.259321794262091
"CO","Colombia","CO25","Cundinamarca","CO25785","Tabio",1,8.38686956521739,6.0316347826087,8.38686956521739,5.96714104347826,2226,11,0,0,1,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25785","Tabio",4,10.9221804511278,8.4549022556391,10.7009798496241,8.09422721804511,3571,11,0,0,1,0,0.2759206240674,0.356466548899767
"CO","Colombia","CO25","Cundinamarca","CO25793","Tausa",1,4.3453125,2.9238125,4.3453125,2.9238125,44,0,0,0,2,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25793","Tausa",4,7.91866666666667,5.394,7.91866666666667,5.394,65,0,0,0,2,0,0.822346877621959,0.844851542292811
"CO","Colombia","CO25","Cundinamarca","CO25797","Tena",1,5.88566666666667,1.60133333333333,5.88566666666667,1.60133333333333,17,1,0,0,2,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25797","Tena",4,8.237,5.592375,8.237,5.592375,51,1,0,0,2,0,0.399501614090729,2.49232410491257
"CO","Colombia","CO25","Cundinamarca","CO25799","Tenjo",1,9.48319083969466,7.41523664122137,9.37495664122138,7.0984079389313,1635,0,0,0,2,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25799","Tenjo",4,10.3221140939597,7.74231543624161,9.84882523489933,6.78582322147651,5886,0,0,0,2,0,0.0505462170986872,-0.0440358908848296
"CO","Colombia","CO25","Cundinamarca","CO25805","Tibacuy",1,6.77671428571429,3.05961904761905,6.77671428571429,3.05961904761905,366,0,0,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25805","Tibacuy",4,15.3600454545455,16.7079090909091,15.3600454545455,16.0594645454545,699,0,0,0,0,0,1.26659186250855,4.24884447884183
"CO","Colombia","CO25","Cundinamarca","CO25807","Tibirita",1,9.547,4.099,9.547,4.099,8,0,0,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25807","Tibirita",4,7.63125,4.93125,7.63125,4.93125,19,0,0,0,0,0,-0.200665130407458,0.203037326177116
"CO","Colombia","CO25","Cundinamarca","CO25815","Tocaima",1,1.88216666666667,0.511666666666667,1.88216666666667,0.511666666666667,20,0,0,0,1,1,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25815","Tocaima",4,5.78038461538462,1.62169230769231,5.78038461538462,1.62169230769231,29,0,0,0,1,1,2.07113324115007,2.16943122024555
"CO","Colombia","CO25","Cundinamarca","CO25817","Tocancipa",1,12.4864022988506,5.89159770114943,12.4864022988506,5.89159770114943,2858,0,0,0,9,2,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25817","Tocancipa",4,12.557,5.98606451612903,12.1311432258065,5.96552924731183,4001,0,0,0,9,2,-0.0284516760345632,0.012548641287571
"CO","Colombia","CO25","Cundinamarca","CO25823","Topaipi",1,6.13141666666667,7.874,6.13141666666667,7.874,44,0,0,0,16,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25823","Topaipi",4,14.425,14.7276666666667,14.425,14.7276666666667,22,0,0,0,16,0,1.35263737309214,0.870417407501481
"CO","Colombia","CO25","Cundinamarca","CO25839","Ubala",1,5.1495,2.4425,5.1495,2.4425,23,2,0,0,4,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25839","Ubala",4,8.337,8.423,8.337,8.423,9,2,0,0,4,0,0.618992135158753,2.44851586489253
"CO","Colombia","CO25","Cundinamarca","CO25841","Ubaque",1,5.928,5.3571,5.928,5.3571,165,0,0,0,3,1,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25841","Ubaque",4,4.77014814814815,5.40511111111111,4.77014814814815,5.40511111111111,240,0,0,0,3,1,-0.195319138301595,0.00896214577124033
"CO","Colombia","CO25","Cundinamarca","CO25843","Villa de San Diego de Ubate",1,6.38472058823529,4.04780882352941,6.38472058823529,4.04780882352941,2354,0,0,0,6,1,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25843","Villa de San Diego de Ubate",4,6.05314285714286,3.41331168831169,6.05314285714286,3.41331168831169,3180,0,0,0,6,1,-0.0519330057611939,-0.15675076637253
"CO","Colombia","CO25","Cundinamarca","CO25845","Une",1,10.144875,7.607625,10.144875,7.607625,112,0,0,0,1,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25845","Une",4,5.78292307692308,3.97930769230769,5.78292307692308,3.97930769230769,108,0,0,0,1,0,-0.429966059027531,-0.476931671539056
"CO","Colombia","CO25","Cundinamarca","CO25851","Utica",1,5.3655,4.7265,5.3655,4.7265,6,0,1,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25851","Utica",4,19.2135,13.441,19.2135,13.441,5,0,1,0,0,0,2.58093374336036,1.84375330582884
"CO","Colombia","CO25","Cundinamarca","CO25862","Vergara",1,6.136,3.295,6.136,3.295,1,1,0,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25862","Vergara",4,2.8975,0.6255,2.8975,0.6255,6,1,0,0,0,0,-0.527786831812256,-0.810166919575114
"CO","Colombia","CO25","Cundinamarca","CO25867","Viani",1,15.0335,13.048,15.0335,13.048,16,0,0,0,1,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25867","Viani",4,7.935,3.85533333333333,7.935,3.85533333333333,70,0,0,0,1,0,-0.472178800678485,-0.704526875127733
"CO","Colombia","CO25","Cundinamarca","CO25871","Villagomez",1,7.686,4.095,7.686,4.095,1,0,0,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25871","Villagomez",4,30.228,29.987,30.228,29.987,5,0,0,0,0,0,2.93286494925839,6.32283272283272
"CO","Colombia","CO25","Cundinamarca","CO25873","Villapinzon",1,5.96477777777778,2.09144444444444,5.96477777777778,2.09144444444444,13,0,0,0,4,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25873","Villapinzon",4,8.32194117647059,6.73311764705882,8.32194117647059,6.73311764705882,110,0,0,0,4,0,0.395180421888406,2.21936241956805
"CO","Colombia","CO25","Cundinamarca","CO25875","Villeta",1,6.0858,1.3966,6.0858,1.3966,664,0,0,0,5,4,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25875","Villeta",4,6.36504651162791,1.74286046511628,6.36504651162791,1.74286046511628,671,0,0,0,5,4,0.0458849307614293,0.247931021850407
"CO","Colombia","CO25","Cundinamarca","CO25878","Viota",1,3.976,2.10575,3.976,2.10575,48,0,0,0,0,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25878","Viota",4,4.88225,3.382875,4.88225,3.382875,45,0,0,0,0,0,0.227930080482897,0.606494123234002
"CO","Colombia","CO25","Cundinamarca","CO25885","Yacopi",1,3.941875,5.884375,3.941875,5.884375,56,0,0,0,14,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25885","Yacopi",4,7.83783333333333,7.0185,7.83783333333333,7.0185,90,0,0,0,14,0,0.988351567041911,0.192734997344663
"CO","Colombia","CO25","Cundinamarca","CO25898","Zipacon",1,4.13525,2.877875,4.13525,2.877875,73,0,0,0,3,0,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25898","Zipacon",4,7.38628571428571,3.8867619047619,7.38628571428571,3.8867619047619,201,0,0,0,3,0,0.786176341040013,0.350566617647363
"CO","Colombia","CO25","Cundinamarca","CO25899","Zipaquira",1,12.9274660194175,6.32233009708738,12.9274660194175,6.32233009708738,9867,1,0,0,4,4,NA,NA
"CO","Colombia","CO25","Cundinamarca","CO25899","Zipaquira",4,12.5558449612403,5.41458139534884,12.5558449612403,5.41458139534884,25579,1,0,0,4,4,-0.0287466281186878,-0.143578188389235
"CO","Colombia","CO94","Guainia","CO94001","Inirida",1,1.5366,1.8909,1.5366,1.8909,61,0,0,0,9,1,NA,NA
"CO","Colombia","CO95","Guaviare","CO95001","San Jose del Guaviare",1,5.8799,4.4286,5.8799,4.4286,530,6,0,1,32,1,NA,NA
"CO","Colombia","CO95","Guaviare","CO95001","San Jose del Guaviare",4,5.00076315789474,5.09618421052632,5.00076315789474,5.09618421052632,1095,6,0,1,32,1,-0.149515611167752,0.150743849190786
"CO","Colombia","CO95","Guaviare","CO95015","Calamar",1,0.201,6.627,0.201,6.627,1,0,0,0,11,1,NA,NA
"CO","Colombia","CO95","Guaviare","CO95015","Calamar",4,5.1055,3.277,5.1055,3.277,3,0,0,0,11,1,24.4004975124378,-0.505507771238871
"CO","Colombia","CO95","Guaviare","CO95025","El Retorno",1,5.38583333333333,5.76766666666667,5.38583333333333,5.76766666666667,78,0,0,0,10,3,NA,NA
"CO","Colombia","CO95","Guaviare","CO95025","El Retorno",4,5.59744444444444,4.10566666666667,5.59744444444444,4.10566666666667,59,0,0,0,10,3,0.0392903192531848,-0.288158122868867
"CO","Colombia","CO41","Huila","CO41001","Neiva",1,15.5659108910891,9.43234158415842,15.2866037623762,8.33203455445545,20155,25,5,10,22,6,NA,NA
"CO","Colombia","CO41","Huila","CO41001","Neiva",4,18.1386510416667,9.57801041666667,17.4349216666667,8.83545364583333,24170,25,5,10,22,6,0.140535984165294,0.060419707586149
"CO","Colombia","CO41","Huila","CO41006","Acevedo",1,4.80048888888889,5.46508888888889,4.80048888888889,5.46508888888889,331,0,0,0,3,0,NA,NA
"CO","Colombia","CO41","Huila","CO41006","Acevedo",4,4.18433333333333,3.11252083333333,4.18433333333333,3.11252083333333,320,0,0,0,3,0,-0.128352667783837,-0.430472056975794
"CO","Colombia","CO41","Huila","CO41013","Agrado",1,4.233,2.39483333333333,4.233,2.39483333333333,48,1,0,0,2,1,NA,NA
"CO","Colombia","CO41","Huila","CO41013","Agrado",4,9.87157142857143,7.916,9.87157142857143,7.916,55,1,0,0,2,1,1.33205089264622,2.30544923098337
"CO","Colombia","CO41","Huila","CO41016","Aipe",1,6.93985714285714,3.33171428571429,6.93985714285714,3.33171428571429,105,1,0,0,0,1,NA,NA
"CO","Colombia","CO41","Huila","CO41016","Aipe",4,10.3080769230769,9.51853846153846,9.20640923076924,7.19155538461539,126,1,0,0,0,1,0.32659924278772,1.158515036974
"CO","Colombia","CO41","Huila","CO41020","Algeciras",1,4.42085714285714,3.62185714285714,4.42085714285714,3.62185714285714,42,0,0,0,2,1,NA,NA
"CO","Colombia","CO41","Huila","CO41020","Algeciras",4,4.89277777777778,6.86233333333333,4.89277777777778,6.86233333333333,31,0,0,0,2,1,0.106748673316243,0.894700166975637
"CO","Colombia","CO41","Huila","CO41026","Altamira",1,5.8055,4.551125,5.8055,4.551125,91,0,0,0,0,0,NA,NA
"CO","Colombia","CO41","Huila","CO41026","Altamira",4,12.1455555555556,12.3623333333333,12.1455555555556,12.3623333333333,142,0,0,0,0,0,1.09207743614771,1.71632471824732
"CO","Colombia","CO41","Huila","CO41078","Baraya",1,9.77325,1.607,9.77325,1.607,28,0,0,0,9,1,NA,NA
"CO","Colombia","CO41","Huila","CO41078","Baraya",4,4.3377,2.79,4.3377,2.79,55,0,0,0,9,1,-0.55616606553603,0.736154324828874
"CO","Colombia","CO41","Huila","CO41132","Campoalegre",1,3.3757619047619,1.3382380952381,3.3757619047619,1.3382380952381,472,0,0,0,0,1,NA,NA
"CO","Colombia","CO41","Huila","CO41132","Campoalegre",4,3.42862857142857,3.18394285714286,3.42862857142857,3.18394285714286,682,0,0,0,0,1,0.0156606621432904,1.37920506707469
"CO","Colombia","CO41","Huila","CO41206","Colombia",1,4.03566666666667,3.96,4.03566666666667,3.96,32,0,0,0,2,0,NA,NA
"CO","Colombia","CO41","Huila","CO41206","Colombia",4,4.19277777777778,3.16466666666667,4.19277777777778,3.16466666666667,40,0,0,0,2,0,0.0389306461826491,-0.200841750841751
"CO","Colombia","CO41","Huila","CO41244","Elias",1,1.62966666666667,0.847,1.62966666666667,0.847,18,0,0,0,1,1,NA,NA
"CO","Colombia","CO41","Huila","CO41244","Elias",4,12.796,11.4892,12.796,11.4892,10,0,0,0,1,1,6.85191245653508,12.5645808736718
"CO","Colombia","CO41","Huila","CO41298","Garzon",1,7.59844736842105,5.46589473684211,7.59844736842105,5.46589473684211,1438,4,2,2,26,5,NA,NA
"CO","Colombia","CO41","Huila","CO41298","Garzon",4,6.78509523809524,10.3419523809524,6.78509523809524,10.3419523809524,1577,4,2,2,26,5,-0.10704188512328,0.892087732909287
"CO","Colombia","CO41","Huila","CO41306","Gigante",1,3.38819230769231,1.77311538461538,3.38819230769231,1.77311538461538,212,1,0,0,7,0,NA,NA
"CO","Colombia","CO41","Huila","CO41306","Gigante",4,4.32,2.4192962962963,4.32,2.4192962962963,224,1,0,0,7,0,0.275016176086636,0.364432522151444
"CO","Colombia","CO41","Huila","CO41319","Guadalupe",1,7.26481818181818,12.1534545454545,7.26481818181818,12.1534545454545,193,0,0,0,4,1,NA,NA
"CO","Colombia","CO41","Huila","CO41319","Guadalupe",4,6.48642424242424,11.6065757575758,6.48642424242424,11.6065757575758,314,0,0,0,4,1,-0.107145687601934,-0.0449978058364749
"CO","Colombia","CO41","Huila","CO41349","Hobo",1,14.82175,14.466375,12.120915,9.7239025,119,0,0,0,0,0,NA,NA
"CO","Colombia","CO41","Huila","CO41349","Hobo",4,5.654625,5.068875,5.654625,5.068875,110,0,0,0,0,0,-0.533482001977574,-0.478720092061804
"CO","Colombia","CO41","Huila","CO41357","Iquira",1,2.85475,1.41275,2.85475,1.41275,18,0,0,0,13,0,NA,NA
"CO","Colombia","CO41","Huila","CO41357","Iquira",4,4.50776923076923,2.18330769230769,4.50776923076923,2.18330769230769,490,0,0,0,13,0,0.579041678174702,0.545431033309285
"CO","Colombia","CO41","Huila","CO41359","Isnos",1,4.336,2.9242,4.336,2.9242,15,0,0,0,20,1,NA,NA
"CO","Colombia","CO41","Huila","CO41359","Isnos",4,6.61811428571429,2.2558,6.61811428571429,2.2558,359,0,0,0,20,1,0.526317870321561,-0.228575336844265
"CO","Colombia","CO41","Huila","CO41378","La Argentina",1,5.17575,3.1995,5.17575,3.1995,56,0,0,0,0,0,NA,NA
"CO","Colombia","CO41","Huila","CO41378","La Argentina",4,3.60916666666667,2.041,3.60916666666667,2.041,76,0,0,0,0,0,-0.302677550757539,-0.362087826222847
"CO","Colombia","CO41","Huila","CO41396","La Plata",1,7.20469565217391,4.45921739130435,7.20469565217391,4.45921739130435,433,3,1,1,21,2,NA,NA
"CO","Colombia","CO41","Huila","CO41396","La Plata",4,5.04409090909091,4.00518181818182,5.04409090909091,4.00518181818182,687,3,1,1,21,2,-0.299888412695278,-0.101819564573801
"CO","Colombia","CO41","Huila","CO41483","Nataga",1,3.738,2.2125,3.738,2.2125,5,0,0,0,16,0,NA,NA
"CO","Colombia","CO41","Huila","CO41483","Nataga",4,6.6486,3.9934,6.6486,3.9934,7,0,0,0,16,0,0.778651685393258,0.804926553672316
"CO","Colombia","CO41","Huila","CO41503","Oporapa",1,2.03523076923077,0.636538461538461,2.03523076923077,0.636538461538461,76,0,0,0,5,0,NA,NA
"CO","Colombia","CO41","Huila","CO41503","Oporapa",4,4.28442857142857,3.89228571428571,4.28442857142857,3.89228571428571,31,0,0,0,5,0,1.10513158321005,5.11476909797152
"CO","Colombia","CO41","Huila","CO41518","Paicol",1,6.328,2.587,6.328,2.587,7,0,0,0,0,0,NA,NA
"CO","Colombia","CO41","Huila","CO41518","Paicol",4,3.3123,3.0868,3.3123,3.0868,19,0,0,0,0,0,-0.476564475347661,0.193196752995748
"CO","Colombia","CO41","Huila","CO41524","Palermo",1,8.795859375,5.930953125,8.795859375,5.930953125,726,0,0,0,2,1,NA,NA
"CO","Colombia","CO41","Huila","CO41524","Palermo",4,8.77018032786885,6.44234426229508,8.77018032786885,6.4252331147541,694,0,0,0,2,1,-0.00291944721218884,0.0833390484356757
"CO","Colombia","CO41","Huila","CO41530","Palestina",1,3.585,2.47885714285714,3.585,2.47885714285714,179,1,0,0,11,2,NA,NA
"CO","Colombia","CO41","Huila","CO41530","Palestina",4,4.40738095238095,3.46352380952381,4.40738095238095,3.46352380952381,164,1,0,0,11,2,0.229394965796639,0.397226064238512
"CO","Colombia","CO41","Huila","CO41548","Pital",1,7.65428571428571,2.44471428571429,7.65428571428571,2.44471428571429,40,0,0,0,15,1,NA,NA
"CO","Colombia","CO41","Huila","CO41548","Pital",4,6.56438461538462,2.64992307692308,6.56438461538462,2.64992307692308,62,0,0,0,15,1,-0.142390961035978,0.0839397848689032
"CO","Colombia","CO41","Huila","CO41551","Pitalito",1,5.03951704545455,2.76959659090909,5.03951704545455,2.76959659090909,4319,0,3,2,35,0,NA,NA
"CO","Colombia","CO41","Huila","CO41551","Pitalito",4,4.17282790697674,2.54659534883721,4.17282790697674,2.54659534883721,5638,0,3,2,35,0,-0.171978610382819,-0.080517589747135
"CO","Colombia","CO41","Huila","CO41615","Rivera",1,4.16608620689655,2.14868965517241,4.16608620689655,2.14868965517241,486,1,0,1,5,1,NA,NA
"CO","Colombia","CO41","Huila","CO41615","Rivera",4,4.29318987341772,3.21591139240506,4.29318987341772,3.21591139240506,1128,1,0,1,5,1,0.0305091302025295,0.496684914298158
"CO","Colombia","CO41","Huila","CO41660","Saladoblanco",1,3.71541666666667,2.6155,3.71541666666667,2.6155,65,0,0,0,13,0,NA,NA
"CO","Colombia","CO41","Huila","CO41660","Saladoblanco",4,3.1874,1.29866666666667,3.1874,1.29866666666667,330,0,0,0,13,0,-0.14211506111921,-0.503472886000127
"CO","Colombia","CO41","Huila","CO41668","San Agustin",1,6.21462962962963,4.087,6.21462962962963,4.087,239,1,0,0,19,1,NA,NA
"CO","Colombia","CO41","Huila","CO41668","San Agustin",4,8.19612121212121,4.18315151515151,8.19612121212121,4.18315151515151,483,1,0,0,19,1,0.318843068787942,0.0235261842797934
"CO","Colombia","CO41","Huila","CO41676","Santa Maria",1,4.33473333333333,4.49513333333333,4.33473333333333,4.49513333333333,240,0,0,0,27,0,NA,NA
"CO","Colombia","CO41","Huila","CO41676","Santa Maria",4,4.75605882352941,3.99411764705882,4.75605882352941,3.99411764705882,117,0,0,0,27,0,0.0971975569883758,-0.111457358241026
"CO","Colombia","CO41","Huila","CO41770","Suaza",1,4.99444444444444,4.14877777777778,4.99444444444444,4.14877777777778,55,0,0,0,4,0,NA,NA
